location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Australia,2021-07-27,90+,77.16,47.51,
Australia,2021-07-28,12-15,,0.0,
Australia,2021-07-28,16-19,4.51,2.13,
Australia,2021-07-28,20-29,13.0,7.9,
Australia,2021-07-28,30-39,17.87,10.69,
Australia,2021-07-28,40-49,38.48,23.66,
Australia,2021-07-28,5-11,0.0,0.0,
Australia,2021-07-28,50-59,49.86,15.65,
Australia,2021-07-28,60-69,63.86,16.14,
Australia,2021-07-28,70-79,77.61,36.44,
Australia,2021-07-28,80-89,78.43,40.46,
Australia,2021-07-28,90+,77.46,48.15,
Australia,2021-07-29,16-19,4.69,2.2,
Australia,2021-07-29,20-29,13.36,8.05,
Australia,2021-07-29,30-39,18.37,10.91,
Australia,2021-07-29,40-49,39.33,24.24,
Australia,2021-07-29,50-59,50.64,16.46,
Australia,2021-07-29,60-69,64.41,16.96,
Australia,2021-07-29,70-79,77.99,37.56,
Australia,2021-07-29,80-89,78.79,41.48,
Australia,2021-07-29,90+,77.77,48.83,
Australia,2021-07-30,16-19,4.85,2.26,
Australia,2021-07-30,20-29,13.66,8.18,
Australia,2021-07-30,30-39,18.81,11.11,
Australia,2021-07-30,40-49,40.06,24.69,
Australia,2021-07-30,50-59,51.32,17.21,
Australia,2021-07-30,60-69,64.94,17.77,
Australia,2021-07-30,70-79,78.38,38.71,
Australia,2021-07-30,80-89,79.14,42.56,
Australia,2021-07-30,90+,78.11,49.51,
Australia,2021-07-31,16-19,5.03,2.34,
Australia,2021-07-31,20-29,14.01,8.34,
Australia,2021-07-31,30-39,19.31,11.32,
Australia,2021-07-31,40-49,40.87,25.22,
Australia,2021-07-31,50-59,52.07,18.02,
Australia,2021-07-31,60-69,65.43,18.54,
Australia,2021-07-31,70-79,78.72,39.62,
Australia,2021-07-31,80-89,79.47,43.43,
Australia,2021-07-31,90+,78.41,50.09,
Australia,2021-08-01,16-19,5.15,2.4,
Australia,2021-08-01,20-29,14.24,8.47,
Australia,2021-08-01,30-39,19.64,11.49,
Australia,2021-08-01,40-49,41.41,25.64,
Australia,2021-08-01,50-59,52.51,18.52,
Australia,2021-08-01,60-69,65.62,18.88,
Australia,2021-08-01,70-79,78.85,40.01,
Australia,2021-08-01,80-89,79.6,43.81,
Australia,2021-08-01,90+,78.56,50.38,
Australia,2021-08-02,16-19,5.24,2.45,
Australia,2021-08-02,20-29,14.39,8.57,
Australia,2021-08-02,30-39,19.84,11.62,
Australia,2021-08-02,40-49,41.75,25.94,
Australia,2021-08-02,50-59,52.79,18.87,
Australia,2021-08-02,60-69,65.72,19.02,
Australia,2021-08-02,70-79,78.91,40.13,
Australia,2021-08-02,80-89,79.66,43.94,
Australia,2021-08-02,90+,78.64,50.5,
Australia,2021-08-03,16-19,5.4,2.51,
Australia,2021-08-03,20-29,14.7,8.69,
Australia,2021-08-03,30-39,20.28,11.8,
Australia,2021-08-03,40-49,42.4,26.4,
Australia,2021-08-03,50-59,53.41,19.65,
Australia,2021-08-03,60-69,66.18,19.79,
Australia,2021-08-03,70-79,79.23,41.04,
Australia,2021-08-03,80-89,79.97,44.77,
Australia,2021-08-03,90+,78.92,51.03,
Australia,2021-08-04,16-19,5.6,2.58,
Australia,2021-08-04,20-29,15.07,8.84,
Australia,2021-08-04,30-39,20.81,12.02,
Australia,2021-08-04,40-49,43.15,26.94,
Australia,2021-08-04,50-59,54.09,20.52,
Australia,2021-08-04,60-69,66.73,20.69,
Australia,2021-08-04,70-79,79.61,42.06,
Australia,2021-08-04,80-89,80.32,45.68,
Australia,2021-08-04,90+,79.22,51.63,
Australia,2021-08-05,16-19,5.8,2.66,
Australia,2021-08-05,20-29,15.45,9.01,
Australia,2021-08-05,30-39,21.33,12.25,
Australia,2021-08-05,40-49,43.86,27.48,
Australia,2021-08-05,50-59,54.79,21.42,
Australia,2021-08-05,60-69,67.28,21.6,
Australia,2021-08-05,70-79,80.01,43.14,
Australia,2021-08-05,80-89,80.7,46.66,
Australia,2021-08-05,90+,79.54,52.29,
Australia,2021-08-06,16-19,6.03,2.74,
Australia,2021-08-06,20-29,15.88,9.18,
Australia,2021-08-06,30-39,21.94,12.5,
Australia,2021-08-06,40-49,44.69,28.01,
Australia,2021-08-06,50-59,55.55,22.37,
Australia,2021-08-06,60-69,67.89,22.56,
Australia,2021-08-06,70-79,80.43,44.2,
Australia,2021-08-06,80-89,81.07,47.63,
Australia,2021-08-06,90+,79.87,52.96,
Australia,2021-08-07,16-19,6.29,2.83,
Australia,2021-08-07,20-29,16.34,9.34,
Australia,2021-08-07,30-39,22.56,12.75,
Australia,2021-08-07,40-49,45.49,28.6,
Australia,2021-08-07,50-59,56.28,23.37,
Australia,2021-08-07,60-69,68.47,23.5,
Australia,2021-08-07,70-79,80.81,45.13,
Australia,2021-08-07,80-89,81.42,48.46,
Australia,2021-08-07,90+,80.18,53.56,
Australia,2021-08-08,16-19,6.45,2.92,
Australia,2021-08-08,20-29,16.63,9.52,
Australia,2021-08-08,30-39,22.95,12.99,
Australia,2021-08-08,40-49,46.04,29.22,
Australia,2021-08-08,50-59,56.75,24.08,
Australia,2021-08-08,60-69,68.72,23.99,
Australia,2021-08-08,70-79,80.96,45.55,
Australia,2021-08-08,80-89,81.56,48.84,
Australia,2021-08-08,90+,80.32,53.86,
Australia,2021-08-09,16-19,6.58,2.97,
Australia,2021-08-09,20-29,16.85,9.61,
Australia,2021-08-09,30-39,23.24,13.12,
Australia,2021-08-09,40-49,46.41,29.55,
Australia,2021-08-09,50-59,57.03,24.48,
Australia,2021-08-09,60-69,68.84,24.19,
Australia,2021-08-09,70-79,81.03,45.68,
Australia,2021-08-09,80-89,81.63,48.96,
Australia,2021-08-09,90+,80.4,53.96,
Australia,2021-08-10,16-19,6.9,3.04,
Australia,2021-08-10,20-29,17.33,9.76,
Australia,2021-08-10,30-39,23.84,13.31,
Australia,2021-08-10,40-49,47.11,30.05,
Australia,2021-08-10,50-59,57.65,25.44,
Australia,2021-08-10,60-69,69.32,25.14,
Australia,2021-08-10,70-79,81.36,46.53,
Australia,2021-08-10,80-89,81.92,49.73,
Australia,2021-08-10,90+,80.69,54.47,
Australia,2021-08-11,16-19,7.53,3.12,
Australia,2021-08-11,20-29,17.94,9.95,
Australia,2021-08-11,30-39,24.6,13.58,
Australia,2021-08-11,40-49,47.95,30.66,
Australia,2021-08-11,50-59,58.4,26.54,
Australia,2021-08-11,60-69,69.89,26.27,
Australia,2021-08-11,70-79,81.74,47.55,
Australia,2021-08-11,80-89,82.28,50.62,
Australia,2021-08-11,90+,81.03,55.05,
Australia,2021-08-12,16-19,8.17,3.21,
Australia,2021-08-12,20-29,18.54,10.13,
Australia,2021-08-12,30-39,25.37,13.86,
Australia,2021-08-12,40-49,48.73,31.27,
Australia,2021-08-12,50-59,59.11,27.66,
Australia,2021-08-12,60-69,70.44,27.38,
Australia,2021-08-12,70-79,82.12,48.55,
Australia,2021-08-12,80-89,82.64,51.52,
Australia,2021-08-12,90+,81.36,55.64,
Australia,2021-08-13,16-19,8.71,3.31,
Australia,2021-08-13,20-29,19.16,10.33,
Australia,2021-08-13,30-39,26.18,14.14,
Australia,2021-08-13,40-49,49.54,31.89,
Australia,2021-08-13,50-59,59.84,28.81,
Australia,2021-08-13,60-69,71.0,28.53,
Australia,2021-08-13,70-79,82.51,49.61,
Australia,2021-08-13,80-89,83.0,52.45,
Australia,2021-08-13,90+,81.66,56.3,
Australia,2021-08-14,16-19,9.24,3.42,
Australia,2021-08-14,20-29,19.86,10.56,
Australia,2021-08-14,30-39,27.06,14.47,
Australia,2021-08-14,40-49,50.41,32.63,
Australia,2021-08-14,50-59,60.59,30.05,
Australia,2021-08-14,60-69,71.53,29.59,
Australia,2021-08-14,70-79,82.85,50.47,
Australia,2021-08-14,80-89,83.34,53.24,
Australia,2021-08-14,90+,82.02,56.88,
Australia,2021-08-15,16-19,9.62,3.49,
Australia,2021-08-15,20-29,20.32,10.72,
Australia,2021-08-15,30-39,27.65,14.68,
Australia,2021-08-15,40-49,50.97,33.1,
Australia,2021-08-15,50-59,61.05,30.76,
Australia,2021-08-15,60-69,71.79,30.09,
Australia,2021-08-15,70-79,83.01,50.87,
Australia,2021-08-15,80-89,83.49,53.63,
Australia,2021-08-15,90+,82.19,57.17,
Australia,2021-08-16,16-19,9.94,3.56,
Australia,2021-08-16,20-29,20.67,10.82,
Australia,2021-08-16,30-39,28.05,14.81,
Australia,2021-08-16,40-49,51.34,33.38,
Australia,2021-08-16,50-59,61.33,31.08,
Australia,2021-08-16,60-69,71.9,30.25,
Australia,2021-08-16,70-79,83.08,51.0,
Australia,2021-08-16,80-89,83.56,53.74,
Australia,2021-08-16,90+,82.29,57.27,
Australia,2021-08-17,16-19,10.43,3.66,
Australia,2021-08-17,20-29,21.48,11.03,
Australia,2021-08-17,30-39,29.04,15.1,
Australia,2021-08-17,40-49,52.2,34.06,
Australia,2021-08-17,50-59,62.06,32.28,
Australia,2021-08-17,60-69,72.4,31.35,
Australia,2021-08-17,70-79,83.41,51.87,
Australia,2021-08-17,80-89,83.86,54.51,
Australia,2021-08-17,90+,82.58,57.77,
Australia,2021-08-18,16-19,10.91,3.76,
Australia,2021-08-18,20-29,22.27,11.21,
Australia,2021-08-18,30-39,30.0,15.37,
Australia,2021-08-18,40-49,53.01,34.65,
Australia,2021-08-18,50-59,62.78,33.41,
Australia,2021-08-18,60-69,72.92,32.49,
Australia,2021-08-18,70-79,83.77,52.82,
Australia,2021-08-18,80-89,84.21,55.32,
Australia,2021-08-18,90+,82.91,58.38,
Australia,2021-08-19,16-19,11.54,3.88,
Australia,2021-08-19,20-29,23.22,11.45,
Australia,2021-08-19,30-39,31.1,15.72,
Australia,2021-08-19,40-49,53.89,35.34,
Australia,2021-08-19,50-59,63.56,34.63,
Australia,2021-08-19,60-69,73.5,33.69,
Australia,2021-08-19,70-79,84.17,53.82,
Australia,2021-08-19,80-89,84.57,56.21,
Australia,2021-08-19,90+,83.25,59.07,
Australia,2021-08-20,16-19,12.17,4.0,
Australia,2021-08-20,20-29,24.19,11.67,
Australia,2021-08-20,30-39,32.19,16.05,
Australia,2021-08-20,40-49,54.73,36.02,
Australia,2021-08-20,50-59,64.29,35.86,
Australia,2021-08-20,60-69,74.05,34.9,
Australia,2021-08-20,70-79,84.56,54.82,
Australia,2021-08-20,80-89,84.92,57.09,
Australia,2021-08-20,90+,83.55,59.7,
Australia,2021-08-21,16-19,12.91,4.13,
Australia,2021-08-21,20-29,25.18,11.91,
Australia,2021-08-21,30-39,33.36,16.41,
Australia,2021-08-21,40-49,55.6,36.76,
Australia,2021-08-21,50-59,65.05,37.2,
Australia,2021-08-21,60-69,74.6,36.05,
Australia,2021-08-21,70-79,84.91,55.7,
Australia,2021-08-21,80-89,85.25,57.86,
Australia,2021-08-21,90+,83.86,60.26,
Australia,2021-08-22,16-19,13.47,4.22,
Australia,2021-08-22,20-29,25.88,12.1,
Australia,2021-08-22,30-39,34.19,16.68,
Australia,2021-08-22,40-49,56.19,37.26,
Australia,2021-08-22,50-59,65.52,38.01,
Australia,2021-08-22,60-69,74.84,36.63,
Australia,2021-08-22,70-79,85.06,56.11,
Australia,2021-08-22,80-89,85.39,58.24,
Australia,2021-08-22,90+,84.03,60.54,
Australia,2021-08-23,16-19,14.01,4.3,
Australia,2021-08-23,20-29,26.54,12.24,
Australia,2021-08-23,30-39,34.96,16.88,
Australia,2021-08-23,40-49,56.62,37.62,
Australia,2021-08-23,50-59,65.84,38.45,
Australia,2021-08-23,60-69,74.97,36.88,
Australia,2021-08-23,70-79,85.13,56.25,
Australia,2021-08-23,80-89,85.47,58.37,
Australia,2021-08-23,90+,84.11,60.65,
Australia,2021-08-24,16-19,14.83,4.41,
Australia,2021-08-24,20-29,27.53,12.44,
Australia,2021-08-24,30-39,36.12,17.16,
Australia,2021-08-24,40-49,57.43,38.21,
Australia,2021-08-24,50-59,66.55,39.64,
Australia,2021-08-24,60-69,75.49,37.99,
Australia,2021-08-24,70-79,85.47,57.05,
Australia,2021-08-24,80-89,85.8,59.05,
Australia,2021-08-24,90+,84.39,61.15,
Australia,2021-08-25,16-19,15.65,4.52,
Australia,2021-08-25,20-29,28.53,12.65,
Australia,2021-08-25,30-39,37.28,17.48,
Australia,2021-08-25,40-49,58.28,38.8,
Australia,2021-08-25,50-59,67.28,40.86,
Australia,2021-08-25,60-69,76.04,39.27,
Australia,2021-08-25,70-79,85.84,58.04,
Australia,2021-08-25,80-89,86.14,59.92,
Australia,2021-08-25,90+,84.69,61.75,
Australia,2021-08-26,16-19,16.63,4.65,
Australia,2021-08-26,20-29,29.64,12.89,
Australia,2021-08-26,30-39,38.6,17.86,
Australia,2021-08-26,40-49,59.18,39.46,
Australia,2021-08-26,50-59,68.04,42.18,
Australia,2021-08-26,60-69,76.61,40.58,
Australia,2021-08-26,70-79,86.22,59.12,
Australia,2021-08-26,80-89,86.49,60.89,
Australia,2021-08-26,90+,85.02,62.43,
Australia,2021-08-27,16-19,17.41,4.78,
Australia,2021-08-27,20-29,30.57,13.13,
Australia,2021-08-27,30-39,39.7,18.23,
Australia,2021-08-27,40-49,59.99,40.11,
Australia,2021-08-27,50-59,68.74,43.42,
Australia,2021-08-27,60-69,77.17,41.86,
Australia,2021-08-27,70-79,86.6,60.16,
Australia,2021-08-27,80-89,86.85,61.81,
Australia,2021-08-27,90+,85.36,63.11,
Australia,2021-08-28,16-19,18.45,4.92,
Australia,2021-08-28,20-29,31.64,13.38,
Australia,2021-08-28,30-39,40.97,18.61,
Australia,2021-08-28,40-49,60.86,40.75,
Australia,2021-08-28,50-59,69.46,44.68,
Australia,2021-08-28,60-69,77.71,43.04,
Australia,2021-08-28,70-79,86.94,61.04,
Australia,2021-08-28,80-89,87.17,62.59,
Australia,2021-08-28,90+,85.66,63.71,
Australia,2021-08-29,16-19,19.31,5.03,
Australia,2021-08-29,20-29,32.44,13.57,
Australia,2021-08-29,30-39,42.0,18.9,
Australia,2021-08-29,40-49,61.5,41.28,
Australia,2021-08-29,50-59,69.95,45.57,
Australia,2021-08-29,60-69,77.97,43.7,
Australia,2021-08-29,70-79,87.09,61.47,
Australia,2021-08-29,80-89,87.33,62.97,
Australia,2021-08-29,90+,85.81,64.01,
Australia,2021-08-30,16-19,20.3,5.12,
Australia,2021-08-30,20-29,33.24,13.73,
Australia,2021-08-30,30-39,42.89,19.11,
Australia,2021-08-30,40-49,62.02,41.64,
Australia,2021-08-30,50-59,70.28,46.01,
Australia,2021-08-30,60-69,78.09,43.95,
Australia,2021-08-30,70-79,87.16,61.62,
Australia,2021-08-30,80-89,87.4,63.1,
Australia,2021-08-30,90+,85.9,64.13,
Australia,2021-08-31,16-19,21.37,5.28,
Australia,2021-08-31,20-29,34.2,14.01,
Australia,2021-08-31,30-39,43.84,19.49,
Australia,2021-08-31,40-49,62.8,42.24,
Australia,2021-08-31,50-59,70.9,47.05,
Australia,2021-08-31,60-69,78.56,44.97,
Australia,2021-08-31,70-79,87.47,62.39,
Australia,2021-08-31,80-89,87.68,63.77,
Australia,2021-08-31,90+,86.17,64.66,
Australia,2021-09-01,16-19,22.61,5.43,
Australia,2021-09-01,20-29,35.48,14.28,
Australia,2021-09-01,30-39,45.2,19.88,
Australia,2021-09-01,40-49,63.68,42.88,
Australia,2021-09-01,50-59,71.6,48.34,
Australia,2021-09-01,60-69,79.08,46.23,
Australia,2021-09-01,70-79,87.82,63.32,
Australia,2021-09-01,80-89,88.01,64.6,
Australia,2021-09-01,90+,86.48,65.29,
Australia,2021-09-02,16-19,24.01,5.6,
Australia,2021-09-02,20-29,36.81,14.57,
Australia,2021-09-02,30-39,46.56,20.31,
Australia,2021-09-02,40-49,64.5,43.52,
Australia,2021-09-02,50-59,72.26,49.51,
Australia,2021-09-02,60-69,79.58,47.38,
Australia,2021-09-02,70-79,88.17,64.22,
Australia,2021-09-02,80-89,88.32,65.41,
Australia,2021-09-02,90+,86.78,65.91,
Australia,2021-09-03,16-19,24.6,5.73,
Australia,2021-09-03,20-29,37.94,14.87,
Australia,2021-09-03,30-39,47.72,20.75,
Australia,2021-09-03,40-49,65.23,44.14,
Australia,2021-09-03,50-59,72.9,50.64,
Australia,2021-09-03,60-69,80.1,48.55,
Australia,2021-09-03,70-79,88.53,65.12,
Australia,2021-09-03,80-89,88.64,66.23,
Australia,2021-09-03,90+,87.12,66.57,
Australia,2021-09-04,16-19,25.82,5.92,
Australia,2021-09-04,20-29,39.14,15.19,
Australia,2021-09-04,30-39,48.95,21.24,
Australia,2021-09-04,40-49,65.98,44.83,
Australia,2021-09-04,50-59,73.54,51.78,
Australia,2021-09-04,60-69,80.6,49.59,
Australia,2021-09-04,70-79,88.86,65.88,
Australia,2021-09-04,80-89,88.92,66.9,
Australia,2021-09-04,90+,87.42,67.11,
Australia,2021-09-05,16-19,27.1,6.08,
Australia,2021-09-05,20-29,40.07,15.45,
Australia,2021-09-05,30-39,49.91,21.62,
Australia,2021-09-05,40-49,66.52,45.34,
Australia,2021-09-05,50-59,73.97,52.47,
Australia,2021-09-05,60-69,80.83,50.08,
Australia,2021-09-05,70-79,89.0,66.2,
Australia,2021-09-05,80-89,89.05,67.2,
Australia,2021-09-05,90+,87.56,67.35,
Australia,2021-09-06,16-19,27.95,6.18,
Australia,2021-09-06,20-29,40.8,15.61,
Australia,2021-09-06,30-39,50.59,21.85,
Australia,2021-09-06,40-49,66.84,45.65,
Australia,2021-09-06,50-59,74.22,52.81,
Australia,2021-09-06,60-69,80.93,50.26,
Australia,2021-09-06,70-79,89.06,66.3,
Australia,2021-09-06,80-89,89.11,67.31,
Australia,2021-09-06,90+,87.63,67.44,
Australia,2021-09-07,16-19,28.94,6.39,
Australia,2021-09-07,20-29,41.67,15.95,
Australia,2021-09-07,30-39,51.52,22.34,
Australia,2021-09-07,40-49,67.44,46.26,
Australia,2021-09-07,50-59,74.75,53.71,
Australia,2021-09-07,60-69,81.41,51.12,
Australia,2021-09-07,70-79,89.38,66.94,
Australia,2021-09-07,80-89,89.41,67.87,
Australia,2021-09-07,90+,87.91,67.9,
Australia,2021-09-08,16-19,30.21,6.62,
Australia,2021-09-08,20-29,42.71,16.35,
Australia,2021-09-08,30-39,52.58,22.92,
Australia,2021-09-08,40-49,68.06,46.93,
Australia,2021-09-08,50-59,75.3,54.7,
Australia,2021-09-08,60-69,81.9,52.12,
Australia,2021-09-08,70-79,89.73,67.72,
Australia,2021-09-08,80-89,89.73,68.57,
Australia,2021-09-08,90+,88.21,68.47,
Australia,2021-09-09,16-19,31.65,6.88,
Australia,2021-09-09,20-29,43.93,16.8,
Australia,2021-09-09,30-39,53.76,23.51,
Australia,2021-09-09,40-49,68.7,47.58,
Australia,2021-09-09,50-59,75.84,55.66,
Australia,2021-09-09,60-69,82.38,53.13,
Australia,2021-09-09,70-79,90.08,68.54,
Australia,2021-09-09,80-89,90.08,69.32,
Australia,2021-09-09,90+,88.58,69.09,
Australia,2021-09-10,16-19,33.07,7.18,
Australia,2021-09-10,20-29,45.14,17.31,
Australia,2021-09-10,30-39,54.93,24.19,
Australia,2021-09-10,40-49,69.34,48.3,
Australia,2021-09-10,50-59,76.39,56.63,
Australia,2021-09-10,60-69,82.87,54.17,
Australia,2021-09-10,70-79,90.43,69.35,
Australia,2021-09-10,80-89,90.43,70.09,
Australia,2021-09-10,90+,88.94,69.75,
Australia,2021-09-11,16-19,34.39,7.54,
Australia,2021-09-11,20-29,46.22,17.87,
Australia,2021-09-11,30-39,56.02,24.93,
Australia,2021-09-11,40-49,69.96,49.06,
Australia,2021-09-11,50-59,76.92,57.5,
Australia,2021-09-11,60-69,83.33,55.08,
Australia,2021-09-11,70-79,90.73,70.04,
Australia,2021-09-11,80-89,90.72,70.72,
Australia,2021-09-11,90+,89.21,70.27,
Australia,2021-09-12,16-19,35.74,7.81,
Australia,2021-09-12,20-29,46.97,18.28,
Australia,2021-09-12,30-39,56.8,25.45,
Australia,2021-09-12,40-49,70.38,49.57,
Australia,2021-09-12,50-59,77.24,57.98,
Australia,2021-09-12,60-69,83.53,55.51,
Australia,2021-09-12,70-79,90.87,70.33,
Australia,2021-09-12,80-89,90.86,71.0,
Australia,2021-09-12,90+,89.38,70.5,
Australia,2021-09-13,16-19,36.69,8.02,
Australia,2021-09-13,20-29,47.63,18.56,
Australia,2021-09-13,30-39,57.44,25.83,
Australia,2021-09-13,40-49,70.66,49.89,
Australia,2021-09-13,50-59,77.44,58.26,
Australia,2021-09-13,60-69,83.64,55.67,
Australia,2021-09-13,70-79,90.93,70.43,
Australia,2021-09-13,80-89,90.92,71.09,
Australia,2021-09-13,90+,89.47,70.6,
Australia,2021-09-14,12-15,4.8,0.42,
Australia,2021-09-14,16-19,37.9,8.4,
Australia,2021-09-14,20-29,48.56,19.12,
Australia,2021-09-14,30-39,58.37,26.58,
Australia,2021-09-14,40-49,71.19,50.62,
Australia,2021-09-14,50-59,77.9,59.03,
Australia,2021-09-14,60-69,84.03,56.51,
Australia,2021-09-14,70-79,91.21,71.07,
Australia,2021-09-14,80-89,91.18,71.7,
Australia,2021-09-14,90+,89.72,71.11,
Australia,2021-09-15,12-15,6.23,0.47,
Australia,2021-09-15,16-19,39.14,8.8,
Australia,2021-09-15,20-29,49.5,19.71,
Australia,2021-09-15,30-39,59.33,27.36,
Australia,2021-09-15,40-49,71.77,51.33,
Australia,2021-09-15,50-59,78.38,59.76,
Australia,2021-09-15,60-69,84.43,57.37,
Australia,2021-09-15,70-79,91.51,71.75,
Australia,2021-09-15,80-89,91.48,72.37,
Australia,2021-09-15,90+,89.99,71.66,
Australia,2021-09-16,12-15,7.83,0.52,
Australia,2021-09-16,16-19,40.37,9.27,
Australia,2021-09-16,20-29,50.43,20.34,
Australia,2021-09-16,30-39,60.3,28.19,
Australia,2021-09-16,40-49,72.33,52.08,
Australia,2021-09-16,50-59,78.85,60.48,
Australia,2021-09-16,60-69,84.81,58.21,
Australia,2021-09-16,70-79,91.79,72.41,
Australia,2021-09-16,80-89,91.75,73.03,
Australia,2021-09-16,90+,90.26,72.19,
Australia,2021-09-17,12-15,9.43,0.58,
Australia,2021-09-17,16-19,41.6,9.71,
Australia,2021-09-17,20-29,51.38,20.95,
Australia,2021-09-17,30-39,61.27,29.02,
Australia,2021-09-17,40-49,72.88,52.77,
Australia,2021-09-17,50-59,79.32,61.17,
Australia,2021-09-17,60-69,85.19,59.04,
Australia,2021-09-17,70-79,92.06,73.08,
Australia,2021-09-17,80-89,92.03,73.68,
Australia,2021-09-17,90+,90.52,72.75,
Australia,2021-09-18,12-15,11.27,0.66,
Australia,2021-09-18,16-19,42.93,10.41,
Australia,2021-09-18,20-29,52.41,21.76,
Australia,2021-09-18,30-39,62.3,30.07,
Australia,2021-09-18,40-49,73.49,53.63,
Australia,2021-09-18,50-59,79.81,61.94,
Australia,2021-09-18,60-69,85.57,59.84,
Australia,2021-09-18,70-79,92.32,73.67,
Australia,2021-09-18,80-89,92.28,74.25,
Australia,2021-09-18,90+,90.77,73.24,
Australia,2021-09-19,12-15,13.04,0.73,
Australia,2021-09-19,16-19,44.08,11.0,
Australia,2021-09-19,20-29,53.15,22.31,
Australia,2021-09-19,30-39,63.06,30.78,
Australia,2021-09-19,40-49,73.9,54.19,
Australia,2021-09-19,50-59,80.12,62.39,
Australia,2021-09-19,60-69,85.75,60.19,
Australia,2021-09-19,70-79,92.45,73.9,
Australia,2021-09-19,80-89,92.4,74.49,
Australia,2021-09-19,90+,90.89,73.45,
Australia,2021-09-20,12-15,14.42,0.77,
Australia,2021-09-20,16-19,44.99,11.46,
Australia,2021-09-20,20-29,53.87,22.72,
Australia,2021-09-20,30-39,63.72,31.27,
Australia,2021-09-20,40-49,74.22,54.57,
Australia,2021-09-20,50-59,80.35,62.69,
Australia,2021-09-20,60-69,85.95,60.34,
Australia,2021-09-20,70-79,92.56,73.98,
Australia,2021-09-20,80-89,92.5,74.57,
Australia,2021-09-20,90+,91.0,73.56,
Australia,2021-09-21,12-15,16.8,0.87,
Australia,2021-09-21,16-19,46.44,12.38,
Australia,2021-09-21,20-29,54.86,23.48,
Australia,2021-09-21,30-39,64.62,32.16,
Australia,2021-09-21,40-49,74.78,55.29,
Australia,2021-09-21,50-59,80.8,63.34,
Australia,2021-09-21,60-69,86.33,61.09,
Australia,2021-09-21,70-79,92.84,74.54,
Australia,2021-09-21,80-89,92.75,75.08,
Australia,2021-09-21,90+,91.23,73.99,
Australia,2021-09-22,12-15,19.05,0.96,
Australia,2021-09-22,16-19,47.84,13.44,
Australia,2021-09-22,20-29,55.86,24.31,
Australia,2021-09-22,30-39,65.55,33.15,
Australia,2021-09-22,40-49,75.33,56.05,
Australia,2021-09-22,50-59,81.24,64.02,
Australia,2021-09-22,60-69,86.71,61.86,
Australia,2021-09-22,70-79,93.12,75.13,
Australia,2021-09-22,80-89,93.01,75.65,
Australia,2021-09-22,90+,91.48,74.46,
Australia,2021-09-23,12-15,21.31,1.08,
Australia,2021-09-23,16-19,49.28,14.56,
Australia,2021-09-23,20-29,56.95,25.17,
Australia,2021-09-23,30-39,66.52,34.16,
Australia,2021-09-23,40-49,75.89,56.76,
Australia,2021-09-23,50-59,81.7,64.68,
Australia,2021-09-23,60-69,87.09,62.62,
Australia,2021-09-23,70-79,93.39,75.71,
Australia,2021-09-23,80-89,93.27,76.21,
Australia,2021-09-23,90+,91.72,74.96,
Australia,2021-09-24,12-15,23.64,1.2,
Australia,2021-09-24,16-19,50.71,15.61,
Australia,2021-09-24,20-29,58.04,26.07,
Australia,2021-09-24,30-39,67.49,35.21,
Australia,2021-09-24,40-49,76.47,57.52,
Australia,2021-09-24,50-59,82.19,65.37,
Australia,2021-09-24,60-69,87.48,63.42,
Australia,2021-09-24,70-79,93.66,76.32,
Australia,2021-09-24,80-89,93.54,76.79,
Australia,2021-09-24,90+,92.0,75.43,
Australia,2021-09-25,12-15,25.63,1.35,
Australia,2021-09-25,16-19,51.91,16.71,
Australia,2021-09-25,20-29,58.94,27.06,
Australia,2021-09-25,30-39,68.29,36.34,
Australia,2021-09-25,40-49,76.95,58.27,
Australia,2021-09-25,50-59,82.57,66.01,
Australia,2021-09-25,60-69,87.77,64.05,
Australia,2021-09-25,70-79,93.87,76.75,
Australia,2021-09-25,80-89,93.74,77.19,
Australia,2021-09-25,90+,92.18,75.79,
Australia,2021-09-26,12-15,27.41,1.49,
Australia,2021-09-26,16-19,52.87,17.67,
Australia,2021-09-26,20-29,59.55,27.78,
Australia,2021-09-26,30-39,68.9,37.13,
Australia,2021-09-26,40-49,77.3,58.78,
Australia,2021-09-26,50-59,82.83,66.42,
Australia,2021-09-26,60-69,87.93,64.34,
Australia,2021-09-26,70-79,93.98,76.94,
